# x,y, z, pitch, yaw, roll, id
#-125.911713, 142.548370, -1, -1, -1, -1, b1
#124.334770, -71.423126, -1, -1, -1, -1, b2
#19.732424,10.806627,4.422468,-30.566221,-90.455696,0.000020,tc1
#-0.779389,10.603787,3.719803,-21.594599,-88.019402,0.000025,tc2
#-6.939877,13.511711,7.632876,-30.077576,-90.205986,0.000020,tc2
#-63.850605, 14.509073, 5.864663,-4.341794,3.239848,-0.006409,tc1
#-53.730160, 41.561718, 8.641425,-18.146057,81.164009,-0.000031,tc2
#-60.522442, 3.520629, 10.381485,-24.202480, -49.828094, 0.000002,tc3
1.402186,33.313766,4.306736,-18.102877,13.557113,0.000134,tc11
-20.210114,21.109768,6.198581,-13.227050,54.216492,0.000083,tc12
-31.889730,33.676270,7.746728,-38.878445,122.659439,0.000132,tc13
-56.457169,-73.085579,7.198492,-21.325134,48.494087,0.000142,tc21
-55.400040,19.835674,6.105127,-18.303978,-69.242142,0.000144,tc22
-57.343842,-22.668894,4.842790,-19.250177,113.112732,0.000145,tc31
-63.504730,7.050653,4.992008,-29.570490,-57.214184,0.000209,tc32
23.209625,7.587280,2.924829,-18.743103,-39.041149,0.000188,tc41
-27.956903,-82.598999,3.495337,-14.373961,-69.771149,0.000166,tc42
-138.709503,57.925186,3.842739,-31.031275,-45.133980,0.000079,tc43
3.020358,134.989624,6.056537,-30.093416,-122.765892,0.000140,tc51
-24.178745,125.143578,4.174082,-15.138301,137.831436,0.000152,tc52
